Dataset,Feature_Noise,Label_Noise,Model,k,weights,max_depth,min_samples_split,C,max_iter,Train Acc,Test Acc
breast_cancer,Clean,5%,LogisticRegression-l2,,,,,10000.0,1000.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,5%,LogisticRegression-l1,,,,,10000.0,1000.0,0.945054945054945,0.8508771929824561
breast_cancer,Clean,10%,KNN,3.0,uniform,,,,,0.9054945054945055,0.8859649122807017
breast_cancer,Clean,10%,KNN,3.0,distance,,,,,1.0,0.8859649122807017
breast_cancer,Clean,10%,KNN,5.0,uniform,,,,,0.8835164835164835,0.8947368421052632
breast_cancer,Clean,10%,KNN,5.0,distance,,,,,1.0,0.8947368421052632
breast_cancer,Clean,10%,KNN,7.0,uniform,,,,,0.8725274725274725,0.9035087719298246
breast_cancer,Clean,10%,KNN,7.0,distance,,,,,1.0,0.9035087719298246
breast_cancer,Clean,10%,KNN,10.0,uniform,,,,,0.8879120879120879,0.8859649122807017
breast_cancer,Clean,10%,KNN,10.0,distance,,,,,1.0,0.8947368421052632
breast_cancer,Clean,10%,KNN,15.0,uniform,,,,,0.8835164835164835,0.8859649122807017
breast_cancer,Clean,10%,KNN,15.0,distance,,,,,1.0,0.8859649122807017
breast_cancer,Clean,10%,KNN,20.0,uniform,,,,,0.8857142857142857,0.8771929824561403
breast_cancer,Clean,10%,KNN,20.0,distance,,,,,1.0,0.8771929824561403
breast_cancer,Clean,10%,DecisionTree-gini,,,3.0,2.0,,,0.8835164835164835,0.868421052631579
breast_cancer,Clean,10%,DecisionTree-entropy,,,3.0,2.0,,,0.8857142857142857,0.8947368421052632
breast_cancer,Clean,10%,DecisionTree-gini,,,3.0,5.0,,,0.8835164835164835,0.868421052631579
breast_cancer,Clean,10%,DecisionTree-entropy,,,3.0,5.0,,,0.8857142857142857,0.8947368421052632
breast_cancer,Clean,10%,DecisionTree-gini,,,3.0,10.0,,,0.8835164835164835,0.868421052631579
breast_cancer,Clean,10%,DecisionTree-entropy,,,3.0,10.0,,,0.8857142857142857,0.8947368421052632
breast_cancer,Clean,10%,DecisionTree-gini,,,3.0,20.0,,,0.8835164835164835,0.868421052631579
breast_cancer,Clean,10%,DecisionTree-entropy,,,3.0,20.0,,,0.8769230769230769,0.8771929824561403
breast_cancer,Clean,10%,DecisionTree-gini,,,5.0,2.0,,,0.9274725274725275,0.9035087719298246
breast_cancer,Clean,10%,DecisionTree-entropy,,,5.0,2.0,,,0.9010989010989011,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-gini,,,5.0,5.0,,,0.9252747252747253,0.9035087719298246
breast_cancer,Clean,10%,DecisionTree-entropy,,,5.0,5.0,,,0.9010989010989011,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-gini,,,5.0,10.0,,,0.9186813186813186,0.8859649122807017
breast_cancer,Clean,10%,DecisionTree-entropy,,,5.0,10.0,,,0.8967032967032967,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-gini,,,5.0,20.0,,,0.9032967032967033,0.8859649122807017
breast_cancer,Clean,10%,DecisionTree-entropy,,,5.0,20.0,,,0.8769230769230769,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-gini,,,7.0,2.0,,,0.9582417582417583,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-entropy,,,7.0,2.0,,,0.9472527472527472,0.8245614035087719
breast_cancer,Clean,10%,DecisionTree-gini,,,7.0,5.0,,,0.9516483516483516,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-entropy,,,7.0,5.0,,,0.945054945054945,0.8333333333333334
breast_cancer,Clean,10%,DecisionTree-gini,,,7.0,10.0,,,0.9428571428571428,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-entropy,,,7.0,10.0,,,0.9274725274725275,0.8245614035087719
breast_cancer,Clean,10%,DecisionTree-gini,,,7.0,20.0,,,0.9098901098901099,0.868421052631579
breast_cancer,Clean,10%,DecisionTree-entropy,,,7.0,20.0,,,0.8989010989010989,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-gini,,,10.0,2.0,,,0.9692307692307692,0.8508771929824561
breast_cancer,Clean,10%,DecisionTree-entropy,,,10.0,2.0,,,0.9692307692307692,0.8157894736842105
breast_cancer,Clean,10%,DecisionTree-gini,,,10.0,5.0,,,0.9560439560439561,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-entropy,,,10.0,5.0,,,0.967032967032967,0.8070175438596491
breast_cancer,Clean,10%,DecisionTree-gini,,,10.0,10.0,,,0.945054945054945,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-entropy,,,10.0,10.0,,,0.9362637362637363,0.7807017543859649
breast_cancer,Clean,10%,DecisionTree-gini,,,10.0,20.0,,,0.9120879120879121,0.868421052631579
breast_cancer,Clean,10%,DecisionTree-entropy,,,10.0,20.0,,,0.8989010989010989,0.8070175438596491
breast_cancer,Clean,10%,DecisionTree-gini,,,15.0,2.0,,,1.0,0.8508771929824561
breast_cancer,Clean,10%,DecisionTree-entropy,,,15.0,2.0,,,0.9978021978021978,0.7807017543859649
breast_cancer,Clean,10%,DecisionTree-gini,,,15.0,5.0,,,0.9846153846153847,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-entropy,,,15.0,5.0,,,0.9956043956043956,0.7807017543859649
breast_cancer,Clean,10%,DecisionTree-gini,,,15.0,10.0,,,0.9560439560439561,0.8333333333333334
breast_cancer,Clean,10%,DecisionTree-entropy,,,15.0,10.0,,,0.9560439560439561,0.7543859649122807
breast_cancer,Clean,10%,DecisionTree-gini,,,15.0,20.0,,,0.9164835164835164,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-entropy,,,15.0,20.0,,,0.9010989010989011,0.7894736842105263
breast_cancer,Clean,10%,DecisionTree-gini,,,20.0,2.0,,,1.0,0.8508771929824561
breast_cancer,Clean,10%,DecisionTree-entropy,,,20.0,2.0,,,1.0,0.7719298245614035
breast_cancer,Clean,10%,DecisionTree-gini,,,20.0,5.0,,,0.9846153846153847,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-entropy,,,20.0,5.0,,,0.9956043956043956,0.7807017543859649
breast_cancer,Clean,10%,DecisionTree-gini,,,20.0,10.0,,,0.9560439560439561,0.8333333333333334
breast_cancer,Clean,10%,DecisionTree-entropy,,,20.0,10.0,,,0.9560439560439561,0.7543859649122807
breast_cancer,Clean,10%,DecisionTree-gini,,,20.0,20.0,,,0.9164835164835164,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-entropy,,,20.0,20.0,,,0.9010989010989011,0.7894736842105263
breast_cancer,Clean,10%,DecisionTree-gini,,,,2.0,,,1.0,0.8508771929824561
breast_cancer,Clean,10%,DecisionTree-entropy,,,,2.0,,,1.0,0.7719298245614035
breast_cancer,Clean,10%,DecisionTree-gini,,,,5.0,,,0.9846153846153847,0.8421052631578947
breast_cancer,Clean,10%,DecisionTree-entropy,,,,5.0,,,0.9956043956043956,0.7807017543859649
breast_cancer,Clean,10%,DecisionTree-gini,,,,10.0,,,0.9560439560439561,0.8333333333333334
breast_cancer,Clean,10%,DecisionTree-entropy,,,,10.0,,,0.9560439560439561,0.7543859649122807
breast_cancer,Clean,10%,DecisionTree-gini,,,,20.0,,,0.9164835164835164,0.8596491228070176
breast_cancer,Clean,10%,DecisionTree-entropy,,,,20.0,,,0.9010989010989011,0.7894736842105263
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.001,100.0,0.8351648351648352,0.868421052631579
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.001,100.0,0.41098901098901097,0.41228070175438597
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.001,200.0,0.8351648351648352,0.868421052631579
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.001,200.0,0.41098901098901097,0.41228070175438597
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.001,500.0,0.8351648351648352,0.868421052631579
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.001,500.0,0.41098901098901097,0.41228070175438597
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.001,1000.0,0.8351648351648352,0.868421052631579
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.001,1000.0,0.41098901098901097,0.41228070175438597
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.01,100.0,0.8791208791208791,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.01,100.0,0.8483516483516483,0.8333333333333334
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.01,200.0,0.8791208791208791,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.01,200.0,0.8483516483516483,0.8333333333333334
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.01,500.0,0.8791208791208791,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.01,500.0,0.8483516483516483,0.8333333333333334
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.01,1000.0,0.8791208791208791,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.01,1000.0,0.8483516483516483,0.8333333333333334
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.1,100.0,0.8901098901098901,0.9035087719298246
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.1,100.0,0.8725274725274725,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.1,200.0,0.8901098901098901,0.9035087719298246
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.1,200.0,0.8725274725274725,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.1,500.0,0.8901098901098901,0.9035087719298246
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.1,500.0,0.8725274725274725,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,0.1,1000.0,0.8901098901098901,0.9035087719298246
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,0.1,1000.0,0.8725274725274725,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1.0,100.0,0.8901098901098901,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1.0,100.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1.0,200.0,0.8901098901098901,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1.0,200.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1.0,500.0,0.8901098901098901,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1.0,500.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1.0,1000.0,0.8901098901098901,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1.0,1000.0,0.8857142857142857,0.8859649122807017
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10.0,100.0,0.8923076923076924,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10.0,100.0,0.8879120879120879,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10.0,200.0,0.8923076923076924,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10.0,200.0,0.8879120879120879,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10.0,500.0,0.8923076923076924,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10.0,500.0,0.8879120879120879,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10.0,1000.0,0.8923076923076924,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10.0,1000.0,0.8879120879120879,0.8508771929824561
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,100.0,100.0,0.8879120879120879,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,100.0,100.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,100.0,200.0,0.8857142857142857,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,100.0,200.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,100.0,500.0,0.8857142857142857,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,100.0,500.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,100.0,1000.0,0.8857142857142857,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,100.0,1000.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1000.0,100.0,0.8857142857142857,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1000.0,100.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1000.0,200.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1000.0,200.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1000.0,500.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1000.0,500.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,1000.0,1000.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,1000.0,1000.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10000.0,100.0,0.8879120879120879,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10000.0,100.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10000.0,200.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10000.0,200.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10000.0,500.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10000.0,500.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l2,,,,,10000.0,1000.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,10%,LogisticRegression-l1,,,,,10000.0,1000.0,0.8835164835164835,0.8596491228070176
breast_cancer,Clean,15%,KNN,3.0,uniform,,,,,0.8549450549450549,0.7719298245614035
breast_cancer,Clean,15%,KNN,3.0,distance,,,,,1.0,0.7719298245614035
breast_cancer,Clean,15%,KNN,5.0,uniform,,,,,0.8483516483516483,0.7719298245614035
breast_cancer,Clean,15%,KNN,5.0,distance,,,,,1.0,0.7719298245614035
breast_cancer,Clean,15%,KNN,7.0,uniform,,,,,0.8483516483516483,0.7894736842105263
breast_cancer,Clean,15%,KNN,7.0,distance,,,,,1.0,0.7894736842105263
breast_cancer,Clean,15%,KNN,10.0,uniform,,,,,0.8461538461538461,0.7543859649122807
breast_cancer,Clean,15%,KNN,10.0,distance,,,,,1.0,0.7807017543859649
breast_cancer,Clean,15%,KNN,15.0,uniform,,,,,0.8527472527472527,0.7894736842105263
breast_cancer,Clean,15%,KNN,15.0,distance,,,,,1.0,0.7894736842105263
breast_cancer,Clean,15%,KNN,20.0,uniform,,,,,0.8461538461538461,0.7719298245614035
breast_cancer,Clean,15%,KNN,20.0,distance,,,,,1.0,0.7807017543859649
breast_cancer,Clean,15%,DecisionTree-gini,,,3.0,2.0,,,0.8483516483516483,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-entropy,,,3.0,2.0,,,0.865934065934066,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-gini,,,3.0,5.0,,,0.8483516483516483,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-entropy,,,3.0,5.0,,,0.865934065934066,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-gini,,,3.0,10.0,,,0.843956043956044,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-entropy,,,3.0,10.0,,,0.865934065934066,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-gini,,,3.0,20.0,,,0.843956043956044,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-entropy,,,3.0,20.0,,,0.8505494505494505,0.7631578947368421
breast_cancer,Clean,15%,DecisionTree-gini,,,5.0,2.0,,,0.8791208791208791,0.7368421052631579
breast_cancer,Clean,15%,DecisionTree-entropy,,,5.0,2.0,,,0.8791208791208791,0.7456140350877193
breast_cancer,Clean,15%,DecisionTree-gini,,,5.0,5.0,,,0.8791208791208791,0.7368421052631579
breast_cancer,Clean,15%,DecisionTree-entropy,,,5.0,5.0,,,0.8747252747252747,0.7456140350877193
breast_cancer,Clean,15%,DecisionTree-gini,,,5.0,10.0,,,0.8615384615384616,0.7192982456140351
breast_cancer,Clean,15%,DecisionTree-entropy,,,5.0,10.0,,,0.8703296703296703,0.7456140350877193
breast_cancer,Clean,15%,DecisionTree-gini,,,5.0,20.0,,,0.8615384615384616,0.7192982456140351
breast_cancer,Clean,15%,DecisionTree-entropy,,,5.0,20.0,,,0.8527472527472527,0.7543859649122807
breast_cancer,Clean,15%,DecisionTree-gini,,,7.0,2.0,,,0.8967032967032967,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-entropy,,,7.0,2.0,,,0.9054945054945055,0.7105263157894737
breast_cancer,Clean,15%,DecisionTree-gini,,,7.0,5.0,,,0.8901098901098901,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-entropy,,,7.0,5.0,,,0.9010989010989011,0.7105263157894737
breast_cancer,Clean,15%,DecisionTree-gini,,,7.0,10.0,,,0.865934065934066,0.6578947368421053
breast_cancer,Clean,15%,DecisionTree-entropy,,,7.0,10.0,,,0.8923076923076924,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-gini,,,7.0,20.0,,,0.865934065934066,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-entropy,,,7.0,20.0,,,0.8747252747252747,0.7280701754385965
breast_cancer,Clean,15%,DecisionTree-gini,,,10.0,2.0,,,0.967032967032967,0.6052631578947368
breast_cancer,Clean,15%,DecisionTree-entropy,,,10.0,2.0,,,0.9758241758241758,0.6842105263157895
breast_cancer,Clean,15%,DecisionTree-gini,,,10.0,5.0,,,0.9494505494505494,0.6228070175438597
breast_cancer,Clean,15%,DecisionTree-entropy,,,10.0,5.0,,,0.9692307692307692,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-gini,,,10.0,10.0,,,0.9230769230769231,0.5701754385964912
breast_cancer,Clean,15%,DecisionTree-entropy,,,10.0,10.0,,,0.9384615384615385,0.6929824561403509
breast_cancer,Clean,15%,DecisionTree-gini,,,10.0,20.0,,,0.8989010989010989,0.6052631578947368
breast_cancer,Clean,15%,DecisionTree-entropy,,,10.0,20.0,,,0.9054945054945055,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-gini,,,15.0,2.0,,,0.9956043956043956,0.5701754385964912
breast_cancer,Clean,15%,DecisionTree-entropy,,,15.0,2.0,,,1.0,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-gini,,,15.0,5.0,,,0.978021978021978,0.6052631578947368
breast_cancer,Clean,15%,DecisionTree-entropy,,,15.0,5.0,,,0.989010989010989,0.6754385964912281
breast_cancer,Clean,15%,DecisionTree-gini,,,15.0,10.0,,,0.9274725274725275,0.5526315789473685
breast_cancer,Clean,15%,DecisionTree-entropy,,,15.0,10.0,,,0.9516483516483516,0.6754385964912281
breast_cancer,Clean,15%,DecisionTree-gini,,,15.0,20.0,,,0.8989010989010989,0.6140350877192983
breast_cancer,Clean,15%,DecisionTree-entropy,,,15.0,20.0,,,0.9186813186813186,0.6842105263157895
breast_cancer,Clean,15%,DecisionTree-gini,,,20.0,2.0,,,1.0,0.6140350877192983
breast_cancer,Clean,15%,DecisionTree-entropy,,,20.0,2.0,,,1.0,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-gini,,,20.0,5.0,,,0.9758241758241758,0.5877192982456141
breast_cancer,Clean,15%,DecisionTree-entropy,,,20.0,5.0,,,0.989010989010989,0.6754385964912281
breast_cancer,Clean,15%,DecisionTree-gini,,,20.0,10.0,,,0.9274725274725275,0.5526315789473685
breast_cancer,Clean,15%,DecisionTree-entropy,,,20.0,10.0,,,0.9516483516483516,0.6754385964912281
breast_cancer,Clean,15%,DecisionTree-gini,,,20.0,20.0,,,0.8989010989010989,0.6140350877192983
breast_cancer,Clean,15%,DecisionTree-entropy,,,20.0,20.0,,,0.9186813186813186,0.6842105263157895
breast_cancer,Clean,15%,DecisionTree-gini,,,,2.0,,,1.0,0.6140350877192983
breast_cancer,Clean,15%,DecisionTree-entropy,,,,2.0,,,1.0,0.7017543859649122
breast_cancer,Clean,15%,DecisionTree-gini,,,,5.0,,,0.9758241758241758,0.5877192982456141
breast_cancer,Clean,15%,DecisionTree-entropy,,,,5.0,,,0.989010989010989,0.6754385964912281
breast_cancer,Clean,15%,DecisionTree-gini,,,,10.0,,,0.9274725274725275,0.5526315789473685
breast_cancer,Clean,15%,DecisionTree-entropy,,,,10.0,,,0.9516483516483516,0.6754385964912281
breast_cancer,Clean,15%,DecisionTree-gini,,,,20.0,,,0.8989010989010989,0.6140350877192983
breast_cancer,Clean,15%,DecisionTree-entropy,,,,20.0,,,0.9186813186813186,0.6842105263157895
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.001,100.0,0.7868131868131868,0.7456140350877193
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.001,100.0,0.4021978021978022,0.40350877192982454
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.001,200.0,0.7868131868131868,0.7456140350877193
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.001,200.0,0.4021978021978022,0.40350877192982454
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.001,500.0,0.7868131868131868,0.7456140350877193
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.001,500.0,0.4021978021978022,0.40350877192982454
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.001,1000.0,0.7868131868131868,0.7456140350877193
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.001,1000.0,0.4021978021978022,0.40350877192982454
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.01,100.0,0.8351648351648352,0.7719298245614035
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.01,100.0,0.8241758241758241,0.7631578947368421
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.01,200.0,0.8351648351648352,0.7719298245614035
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.01,200.0,0.8241758241758241,0.7631578947368421
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.01,500.0,0.8351648351648352,0.7719298245614035
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.01,500.0,0.8241758241758241,0.7631578947368421
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.01,1000.0,0.8351648351648352,0.7719298245614035
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.01,1000.0,0.8241758241758241,0.7631578947368421
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.1,100.0,0.8483516483516483,0.7807017543859649
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.1,100.0,0.8373626373626374,0.7894736842105263
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.1,200.0,0.8483516483516483,0.7807017543859649
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.1,200.0,0.8373626373626374,0.7894736842105263
breast_cancer,Clean,15%,LogisticRegression-l2,,,,,0.1,500.0,0.8483516483516483,0.7807017543859649
breast_cancer,Clean,15%,LogisticRegression-l1,,,,,0.1,500.0,0.8373626373626374,0.7894736842105263
